SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE,ZIP,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE,PRICE PER BED,PRICE PER SQUARE FOOT
MLS Listing,,Multi-Family (2-4 Unit),6-8 Codman St,Boston,MA,2124,569900.0,5,2.0,Dorchester,2464,8401.0,1920.0,61,231.0,,Active,,,http://www.redfin.com/MA/Boston/8-Codman-St-02124/home/17545446,MLS PIN,72185357,N,Y,42.2784493,-71.07431159999999,2849500.0,1404233600.0
MLS Listing,,Multi-Family (2-4 Unit),4 Friend Ter,Lynn,MA,1902,399900.0,7,2.0,Lynn,2818,3450.0,1900.0,4,142.0,,Active,,,http://www.redfin.com/MA/Lynn/4-Friend-Ter-01902/home/11571420,MLS PIN,72214709,N,Y,42.4644617,-70.93966280000001,2799300.0,1126918200.0
MLS Listing,,Multi-Family (2-4 Unit),97 Jefferson St,Lynn,MA,1902,349900.0,8,2.0,Lynn,2908,4162.0,1900.0,7,120.0,,Active,August-21-2017 05:30 PM,August-21-2017 07:00 PM,http://www.redfin.com/MA/Lynn/97-Jefferson-St-01902/home/11576644,MLS PIN,72213121,N,Y,42.471402399999995,-70.9453817,2799200.0,1017509200.0
MLS Listing,,Multi-Family (2-4 Unit),70 Endicott St,Quincy,MA,2169,699000.0,4,4.0,Quincy,2520,6600.0,1930.0,19,277.0,,Active,,,http://www.redfin.com/MA/Quincy/70-Endicott-St-02169/home/8953716,MLS PIN,72206733,N,Y,42.237945,-71.0007245,2796000.0,1761480000.0
MLS Listing,,Multi-Family (2-4 Unit),24-26 Charnock,Beverly,MA,1915,559000.0,5,2.0,Beverly,2360,6132.0,1887.0,55,237.0,,Active,,,http://www.redfin.com/MA/Beverly/26-Charnock-St-01915/home/133394667,MLS PIN,72189404,N,Y,42.5519492,-70.876264,2795000.0,1319240000.0
MLS Listing,,Multi-Family (2-4 Unit),68 Rand St,Revere,MA,2151,549900.0,5,2.0,Revere,2042,4000.0,1983.0,17,269.0,,Active,,,http://www.redfin.com/MA/Revere/68-Rand-St-02151/home/11509299,MLS PIN,72208659,N,Y,42.4161685,-71.03038690000001,2749500.0,1122895800.0
MLS Listing,,Multi-Family (2-4 Unit),225 Main St,Everett,MA,2149,549900.0,5,3.0,Everett,2850,2317.0,1900.0,20,193.0,,Active,,,http://www.redfin.com/MA/Everett/225-Main-St-02149/home/11592385,MLS PIN,72206330,N,Y,42.408623399999996,-71.0620395,2749500.0,1567215000.0
MLS Listing,,Multi-Family (2-4 Unit),130-132 Elm St,Everett,MA,2149,549000.0,5,3.0,Everett,2144,3054.0,1923.0,11,256.0,,Active,,,http://www.redfin.com/MA/Everett/132-Elm-St-02149/home/143181423,MLS PIN,72211250,N,Y,42.413355100000004,-71.04169559999998,2745000.0,1177056000.0
MLS Listing,,Multi-Family (2-4 Unit),58-60 Sherman Rd,Dedham,MA,2026,679900.0,4,3.0,Dedham,2712,11166.0,1915.0,53,251.0,,Active,,,http://www.redfin.com/MA/Dedham/60-Sherman-Rd-02026/home/8875053,MLS PIN,72190505,N,Y,42.228541,-71.140553,2719600.0,1843888800.0
MLS Listing,,Multi-Family (2-4 Unit),41-43 Grossman St,Quincy,MA,2169,535000.0,5,2.0,Quincy,1774,4102.0,1925.0,41,302.0,,Active,,,http://www.redfin.com/MA/Quincy/43-Grossman-St-02169/home/140314123,MLS PIN,72195653,N,Y,42.240644700000004,-71.0144376,2675000.0,949090000.0
MLS Listing,,Multi-Family (2-4 Unit),2 Marianna St,Lynn,MA,1902,529900.0,5,4.0,East Lynn,2523,2700.0,1920.0,17,210.0,,Active,,,http://www.redfin.com/MA/Lynn/2-Marianna-St-01902/home/11563174,MLS PIN,72208546,N,Y,42.4735731,-70.939576,2649500.0,1336937700.0
MLS Listing,,Multi-Family (2-4 Unit),131-133 Empire St,Lynn,MA,1902,439900.0,6,3.0,Lynn,2594,4583.0,1900.0,3,170.0,,Active,,,http://www.redfin.com/MA/Lynn/131-Empire-St-01902/home/11561623,MLS PIN,72215333,N,Y,42.4757729,-70.931678,2639400.0,1141100600.0
MLS Listing,,Multi-Family (2-4 Unit),183 Washington St,Whitman,MA,2382,376900.0,7,2.0,Whitman,2676,10515.0,1900.0,24,141.0,,Active,,,http://www.redfin.com/MA/Whitman/183-Washington-St-02382/home/16454103,MLS PIN,72204833,N,Y,42.071143400000004,-70.93078100000001,2638300.0,1008584400.0
MLS Listing,,Multi-Family (2-4 Unit),80 Conant St,Revere,MA,2151,655995.0,4,2.5,Revere,2607,6882.0,1975.0,45,252.0,,Active,,,http://www.redfin.com/MA/Revere/80-Conant-St-02151/home/9044992,MLS PIN,72193860,N,Y,42.4196664,-71.01372909999999,2623980.0,1710178965.0
MLS Listing,,Multi-Family (2-4 Unit),806 Warren Ave,Brockton,MA,2301,435000.0,6,2.0,Brockton,2836,7187.0,1925.0,15,153.0,,Active,,,http://www.redfin.com/MA/Brockton/806-Warren-Ave-02301/home/16322737,MLS PIN,72209452,N,Y,42.069439200000005,-71.0204907,2610000.0,1233660000.0
MLS Listing,,Multi-Family (2-4 Unit),31 Quincy St,Quincy,MA,2169,649900.0,4,2.0,South Quincy,2400,8365.0,1890.0,60,271.0,,Active,,,http://www.redfin.com/MA/Quincy/31-Quincy-St-02169/home/8958735,MLS PIN,72186978,N,Y,42.2424995,-71.0063654,2599600.0,1559760000.0
MLS Listing,,Multi-Family (2-4 Unit),106 Brook Rd,Milton,MA,2186,649000.0,4,2.0,Milton,2354,4490.0,1920.0,58,276.0,,Active,,,http://www.redfin.com/MA/Milton/106-Brook-Rd-02186/home/8898530,MLS PIN,72188481,N,Y,42.2623834,-71.09426540000001,2596000.0,1527746000.0
MLS Listing,,Multi-Family (2-4 Unit),17 Nazing St,Boston,MA,2121,519000.0,5,2.5,Dorchester,2592,,1935.0,6,200.0,,Active,,,http://www.redfin.com/MA/Boston/17-Nazing-St-02121/home/143291712,MLS PIN,72213593,N,Y,42.3065594,-71.0854374,2595000.0,1345248000.0
MLS Listing,,Multi-Family (5+ Unit),499-Lot2 Thacher St,Attleboro,MA,2703,425000.0,6,3.0,Attleboro,4021,69223.0,1900.0,62,106.0,,Active,,,http://www.redfin.com/MA/Attleboro/499-Thacher-St-02703/home/15973061,MLS PIN,72184682,Y,Y,41.9344324,-71.30468520000001,2550000.0,1708925000.0
MLS Listing,,Multi-Family (2-4 Unit),357 Essex St,Lynn,MA,1902,419900.0,6,2.5,Lynn,2479,2552.0,1900.0,16,169.0,,Active,,,http://www.redfin.com/MA/Lynn/357-Essex-St-01902/home/11326184,MLS PIN,72209167,N,Y,42.4697802,-70.9408954,2519400.0,1040932100.0
MLS Listing,,Multi-Family (2-4 Unit),12 Bay View Ave,Danvers,MA,1923,625000.0,4,2.0,Danvers,2100,4541.0,1897.0,13,298.0,,Active,,,http://www.redfin.com/MA/Danvers/12-Bayview-Ave-01923/home/11296135,MLS PIN,72210126,N,Y,42.5625549,-70.93137890000001,2500000.0,1312500000.0
MLS Listing,,Multi-Family (2-4 Unit),7-7R Beacon St,Woburn,MA,1801,499900.0,5,3.0,Woburn,2314,,1840.0,17,216.0,,Active,,,http://www.redfin.com/MA/Woburn/7-Beacon-St-01801/home/11815931,MLS PIN,72208139,N,Y,42.476495899999996,-71.1584012,2499500.0,1156768600.0
MLS Listing,,Multi-Family (2-4 Unit),15 Chisholm Ave,Brockton,MA,2301,499000.0,5,4.0,Brockton,3000,7187.0,1925.0,32,166.0,,Active,,,http://www.redfin.com/MA/Brockton/15-Chisholm-Ave-02302/home/16326296,MLS PIN,72200429,N,Y,42.112057799999995,-71.02299040000001,2495000.0,1497000000.0
MLS Listing,,Multi-Family (2-4 Unit),61-R Warren Ave,Woburn,MA,1801,495000.0,5,2.0,Woburn,1908,9946.0,1920.0,37,259.0,,Active,,,http://www.redfin.com/MA/Woburn/61R-Warren-Ave-01801/home/142504295,MLS PIN,72198320,N,Y,42.4730689,-71.1512896,2475000.0,944460000.0
MLS Listing,,Multi-Family (2-4 Unit),74 Huntington St,Brockton,MA,2301,409000.0,6,2.0,Brockton,1814,,1893.0,5,225.0,,Active,,,http://www.redfin.com/MA/Brockton/74-Huntington-St-02301/home/16323080,MLS PIN,72213721,N,Y,42.0927959,-71.0229287,2454000.0,741926000.0
MLS Listing,,Multi-Family (2-4 Unit),575 Pearl St,Brockton,MA,2301,489900.0,5,2.0,Brockton,3000,7187.0,1872.0,10,163.0,,Active,,,http://www.redfin.com/MA/Brockton/575-Pearl-St-02301/home/16336356,MLS PIN,72211621,N,Y,42.069421999999996,-71.065105,2449500.0,1469700000.0
MLS Listing,,Multi-Family (2-4 Unit),36-38 Murdock Ave,Quincy,MA,2169,609900.0,4,2.0,Quincy,1960,4569.0,1905.0,41,311.0,,Active,,,http://www.redfin.com/MA/Quincy/38-Murdock-Ave-02169/home/113251344,MLS PIN,72195357,N,Y,42.247553700000005,-70.98464190000001,2439600.0,1195404000.0
MLS Listing,,Multi-Family (2-4 Unit),64 Brush Hill Rd,Milton,MA,2186,600000.0,4,2.0,Blue Hills,2805,5762.0,1920.0,21,214.0,,Active,,,http://www.redfin.com/MA/Milton/64-Brush-Hill-Rd-02186/home/11826893,MLS PIN,72205851,N,Y,42.263065000000005,-71.09630779999999,2400000.0,1683000000.0
MLS Listing,,Multi-Family (2-4 Unit),59 Linden St,Whitman,MA,2382,479900.0,5,3.0,Whitman,3000,8250.0,1895.0,60,160.0,,Active,,,http://www.redfin.com/MA/Whitman/59-Linden-St-02382/home/16456501,MLS PIN,72186913,N,Y,42.0794395,-70.92945040000001,2399500.0,1439700000.0
MLS Listing,,Multi-Family (2-4 Unit),362 Shirley St,Winthrop,MA,2152,479900.0,5,2.0,Winthrop,1800,2210.0,1920.0,10,267.0,,Active,,,http://www.redfin.com/MA/Winthrop/362-Shirley-St-02152/home/11515640,MLS PIN,72211712,N,Y,42.3754674,-70.97312070000001,2399500.0,863820000.0
MLS Listing,,Multi-Family (2-4 Unit),154 Spruce St,Abington,MA,2351,479900.0,5,2.0,North Abington,2337,7500.0,1930.0,7,205.0,,Active,,,http://www.redfin.com/MA/Abington/154-Spruce-St-02351/home/143283854,MLS PIN,72213164,N,Y,42.136174100000005,-70.9353384,2399500.0,1121526300.0
MLS Listing,,Multi-Family (2-4 Unit),3 Mill St,Middleboro,MA,2346,399900.0,6,2.0,Middleboro,2439,60011.0,1852.0,6,164.0,,Active,,,http://www.redfin.com/MA/Middleborough/3-Mill-St-02346/home/16400304,MLS PIN,72213656,N,Y,41.904067700000006,-70.9722247,2399400.0,975356100.0
MLS Listing,,Multi-Family (2-4 Unit),722 Highland Ave,Malden,MA,2148,599000.0,4,3.0,Malden,2013,7320.0,1880.0,2,298.0,,Active,August-22-2017 05:00 PM,August-22-2017 07:00 PM,http://www.redfin.com/MA/Malden/722-Highland-Ave-02148/home/11398266,MLS PIN,72216135,N,Y,42.435722,-71.085992,2396000.0,1205787000.0
MLS Listing,,Multi-Family (2-4 Unit),53 Silver St,Quincy,MA,2169,598000.0,4,2.0,Quincy Point,1682,7751.0,1890.0,73,356.0,,Active,,,http://www.redfin.com/MA/Quincy/53-Silver-St-02169/home/8939008,MLS PIN,72179283,N,Y,42.2504093,-70.9806436,2392000.0,1005836000.0
MLS Listing,,Multi-Family (2-4 Unit),193 Broad St,North Attleboro,MA,2760,475000.0,5,3.0,North Attleboro,2382,5039.0,1900.0,5,199.0,,Active,,,http://www.redfin.com/MA/North-Attleborough/193-Broad-St-02760/home/16059095,MLS PIN,72214183,N,Y,41.9909615,-71.3321248,2375000.0,1131450000.0
MLS Listing,,Multi-Family (2-4 Unit),85-87 Town Hill St,Quincy,MA,2169,395000.0,6,2.0,Quincy,1078,5876.0,1930.0,11,366.0,,Active,,,http://www.redfin.com/MA/Quincy/87-Town-Hill-St-02169/home/143185304,MLS PIN,72211541,N,Y,42.2422575,-71.0193694,2370000.0,425810000.0
MLS Listing,,Multi-Family (2-4 Unit),45 Lincoln,Malden,MA,2148,579900.0,4,2.0,Malden,1974,7288.0,1880.0,78,294.0,,Active,,,http://www.redfin.com/MA/Malden/45-Lincoln-St-02148/home/11400090,MLS PIN,72175577,N,Y,42.431168,-71.07318719999999,2319600.0,1144722600.0
MLS Listing,,Multi-Family (2-4 Unit),227 East St,North Attleboro,MA,2760,329900.0,7,3.0,North Attleboro,2896,7135.0,1900.0,20,114.0,,Active,,,http://www.redfin.com/MA/North-Attleborough/227-East-St-02760/home/140192823,RIS,1169426,Y,Y,41.9877577,-71.3306639,2309300.0,955390400.0
MLS Listing,,Multi-Family (2-4 Unit),15 Currier,Swampscott,MA,1907,575000.0,4,3.0,Swampscott,2400,7200.0,2005.0,20,240.0,,Active,,,http://www.redfin.com/MA/Swampscott/15-Currier-01907/home/143058724,MLS PIN,72206205,N,Y,42.4724446,-70.9011786,2300000.0,1380000000.0
MLS Listing,,Multi-Family (2-4 Unit),17 Ashton St,Everett,MA,2149,574900.0,4,2.0,Everett,1988,6730.0,1900.0,34,289.0,,Active,,,http://www.redfin.com/MA/Everett/17-Ashton-St-02149/home/8496145,MLS PIN,72199309,N,Y,42.419843,-71.052995,2299600.0,1142901200.0
MLS Listing,,Multi-Family (2-4 Unit),237-239 Wessagussett Rd,Weymouth,MA,2191,766000.0,3,2.0,Weymouth,2189,3180.0,1908.0,44,350.0,,Active,,,http://www.redfin.com/MA/Weymouth/239-Wessagussett-Rd-02191/unit-2/home/138470998,MLS PIN,72194452,N,Y,42.249642,-70.9462396,2298000.0,1676774000.0
MLS Listing,,Multi-Family (2-4 Unit),178 S Main St,Attleboro,MA,2703,459000.0,5,4.0,Attleboro,4973,17344.0,1900.0,79,92.0,,Active,,,http://www.redfin.com/MA/Attleboro/178-S-Main-St-02703/home/15973516,MLS PIN,72175475,N,Y,41.9382789,-71.2843051,2295000.0,2282607000.0
MLS Listing,,Multi-Family (2-4 Unit),21 Sumner St,North Attleboro,MA,2760,379900.0,6,2.5,North Attleboro,2946,12571.0,1890.0,61,129.0,,Active,,,http://www.redfin.com/MA/North-Attleborough/21-Sumner-St-02760/home/16056802,MLS PIN,72185196,N,Y,41.9843301,-71.3410303,2279400.0,1119185400.0
MLS Listing,,Multi-Family (5+ Unit),37 Union St,Holbrook,MA,2343,450000.0,5,5.0,Holbrook,2614,,1900.0,40,172.0,,Active,,,http://www.redfin.com/MA/Holbrook/37-Union-St-02343/home/8871765,MLS PIN,72196300,N,Y,42.15464620000001,-71.0100605,2250000.0,1176300000.0
MLS Listing,,Multi-Family (2-4 Unit),51 Belmont St,Rockland,MA,2370,450000.0,5,3.0,Rockland,3000,13024.0,1900.0,34,150.0,,Active,,,http://www.redfin.com/MA/Rockland/51-Belmont-St-02370/home/14811130,MLS PIN,72199348,N,Y,42.1321371,-70.9182828,2250000.0,1350000000.0
MLS Listing,,Multi-Family (2-4 Unit),132 W Water St,Rockland,MA,2370,445000.0,5,2.0,Rockland,2173,21780.0,1860.0,3,205.0,,Active,,,http://www.redfin.com/MA/Rockland/132-W-Water-St-02370/home/14810698,MLS PIN,72214973,N,Y,42.1247531,-70.91838270000001,2225000.0,966985000.0
MLS Listing,,Multi-Family (2-4 Unit),132R Union St,Rockland,MA,2370,439900.0,5,2.5,Rockland,2566,38788.0,1865.0,20,171.0,,Active,,,http://www.redfin.com/MA/Rockland/132-Union-St-02370/home/14810517,MLS PIN,72206468,N,Y,42.1258554,-70.91472490000001,2199500.0,1128783400.0
MLS Listing,,Multi-Family (2-4 Unit),544 Revere St,Revere,MA,2151,434900.0,5,2.5,Revere Beach,2104,3162.0,1930.0,9,207.0,,Active,,,http://www.redfin.com/MA/Revere/544-Revere-St-02151/home/143213935,MLS PIN,72212424,N,Y,42.4188191,-70.98989399999999,2174500.0,915029600.0
MLS Listing,,Multi-Family (2-4 Unit),18 State St,Taunton,MA,2780,354899.0,6,2.0,Taunton,2496,7841.0,1870.0,11,142.0,,Active,,,http://www.redfin.com/MA/Taunton/18-State-St-02780/home/16096534,MLS PIN,72211436,N,Y,41.9212757,-71.0989864,2129394.0,885827904.0
MLS Listing,,Multi-Family (2-4 Unit),491 No. Main St,Randolph,MA,2368,529900.0,4,4.0,Randolph,2704,16319.0,1900.0,1,196.0,,Active,,,http://www.redfin.com/MA/Randolph/491-N-Main-St-02368/home/11731476,MLS PIN,72216409,Y,Y,42.1736591,-71.04754150000001,2119600.0,1432849600.0
MLS Listing,,Multi-Family (2-4 Unit),13 Auburn,Brockton,MA,2302,419900.0,5,3.0,Brockton,2850,8538.0,1885.0,11,147.0,,Active,,,http://www.redfin.com/MA/Brockton/13-Auburn-St-02302/home/16317157,MLS PIN,72211465,N,Y,42.063099,-71.00862009999999,2099500.0,1196715000.0
MLS Listing,,Multi-Family (2-4 Unit),973 Crescent St,Brockton,MA,2302,349900.0,6,3.0,Brockton,2608,19950.0,1920.0,15,134.0,,Active,,,http://www.redfin.com/MA/Brockton/973-Crescent-St-02302/home/16336228,MLS PIN,72209339,N,Y,42.0804849,-70.9790022,2099400.0,912539200.0
MLS Listing,,Multi-Family (2-4 Unit),50-52 Addison Ave,Lynn,MA,1902,519000.0,4,2.0,Lynn,2442,4050.0,1910.0,3,213.0,,Active,,,http://www.redfin.com/MA/Lynn/52-Addison-Ave-01902/home/113252193,MLS PIN,72215359,N,Y,42.481967,-70.93504449999999,2076000.0,1267398000.0
MLS Listing,,Multi-Family (2-4 Unit),40 Pingree St,Salem,MA,1970,345000.0,6,2.0,Salem,2568,3995.0,1915.0,5,134.0,,Active,,,http://www.redfin.com/MA/Salem/40-Pingree-St-01970/home/11349242,MLS PIN,72213731,N,Y,42.5161173,-70.88785990000001,2070000.0,885960000.0
MLS Listing,,Multi-Family (2-4 Unit),124 Central Ave,Boston,MA,2136,510000.0,4,2.5,Hyde Park,2048,5221.0,1905.0,76,249.0,,Active,,,http://www.redfin.com/MA/Boston/124-Central-Ave-02136/home/9126413,MLS PIN,72176135,N,Y,42.2623861,-71.1190075,2040000.0,1044480000.0
MLS Listing,,Multi-Family (2-4 Unit),12 Connecticut Pl,Brockton,MA,2301,339999.0,6,2.0,Brockton,2423,7275.0,1890.0,45,140.0,,Active,,,http://www.redfin.com/MA/Brockton/12-Connecticut-Pl-02301/home/16325065,MLS PIN,72193550,N,Y,42.075805100000004,-71.02924370000001,2039994.0,823817577.0
MLS Listing,,Multi-Family (2-4 Unit),557 ASH St,Brockton,MA,2301,405000.0,5,2.0,Brockton,2013,7714.0,1925.0,18,201.0,,Active,,,http://www.redfin.com/MA/Brockton/557-Ash-St-02301/home/16330634,MLS PIN,72207653,N,Y,42.0696546,-71.0349344,2025000.0,815265000.0
MLS Listing,,Multi-Family (2-4 Unit),14 Coral Avenue,Winthrop,MA,2152,499900.0,4,2.0,Winthrop,1784,5000.0,1900.0,58,280.0,,Active,,,http://www.redfin.com/MA/Winthrop/14-Coral-Ave-02152/home/11517092,MLS PIN,72188667,N,Y,42.379185299999996,-70.9742931,1999600.0,891821600.0
MLS Listing,,Multi-Family (2-4 Unit),335 School St,Whitman,MA,2382,399900.0,5,3.0,Whitman,3283,18308.0,1892.0,24,122.0,,Active,,,http://www.redfin.com/MA/Whitman/335-School-St-02382/home/16454863,MLS PIN,72204507,N,Y,42.0731861,-70.9451207,1999500.0,1312871700.0
MLS Listing,,Multi-Family (2-4 Unit),44 West St,Brockton,MA,2301,399900.0,5,3.0,Brockton,2134,9801.0,1916.0,5,187.0,,Active,,,http://www.redfin.com/MA/Brockton/44-West-St-02301/home/16329437,MLS PIN,72214199,N,Y,42.0872908,-71.04582579999999,1999500.0,853386600.0
MLS Listing,,Multi-Family (2-4 Unit),47 Allen St,Brockton,MA,2301,329900.0,6,3.0,Brockton,2533,3528.0,1900.0,77,130.0,,Active,,,http://www.redfin.com/MA/Brockton/47-Allen-St-02301/home/16321671,MLS PIN,72175941,N,Y,42.0780804,-71.0176503,1979400.0,835636700.0
MLS Listing,,Multi-Family (2-4 Unit),497 Thacher,Attleboro,MA,2703,325000.0,6,3.0,Attleboro,4021,27199.0,1900.0,59,81.0,,Active,,,http://www.redfin.com/MA/Attleboro/497-Thacher-St-02703/home/129792122,MLS PIN,72187613,Y,Y,41.9341682,-71.3045259,1950000.0,1306825000.0
MLS Listing,,Multi-Family (2-4 Unit),28 Lynnfield St,Lynn,MA,1904,389900.0,5,2.0,Lynn,1979,3244.0,1920.0,45,197.0,,Active,,,http://www.redfin.com/MA/Lynn/28-Lynnfield-St-01904/home/11542189,MLS PIN,72193643,N,Y,42.4855818,-70.9620765,1949500.0,771612100.0
MLS Listing,,Multi-Family (2-4 Unit),66 Kingsley Rd,Hull,MA,2045,474900.0,4,2.0,Hull,2840,5000.0,1920.0,24,167.0,,Active,,,http://www.redfin.com/MA/Hull/66-Kingsley-Rd-02045/home/16366178,MLS PIN,72204686,N,Y,42.280823299999994,-70.87298390000001,1899600.0,1348716000.0
MLS Listing,,Multi-Family (2-4 Unit),21 Pine Ave,Brockton,MA,2302,379900.0,5,3.0,Brockton,1623,6534.0,1900.0,2,234.0,,Active,,,http://www.redfin.com/MA/Brockton/21-Pine-Ave-02302/home/16320063,MLS PIN,72215974,N,Y,42.0685028,-71.01311159999999,1899500.0,616577700.0
MLS Listing,,Multi-Family (2-4 Unit),9-11 Hesper St,Lynn,MA,1905,469000.0,4,3.0,Lynn,2016,12008.0,1991.0,17,233.0,,Active,,,http://www.redfin.com/MA/Lynn/9-11-Hesper-St-01905/home/113251783,MLS PIN,72208289,N,Y,42.4678076,-70.9844,1876000.0,945504000.0
MLS Listing,,Multi-Family (2-4 Unit),37 Fenton St,Boston,MA,2122,625000.0,3,4.0,Dorchester,1944,2600.0,1910.0,23,322.0,,Active,,,http://www.redfin.com/MA/Boston/37-Fenton-St-02122/home/9085536,MLS PIN,72205338,N,Y,42.303281,-71.05680090000001,1875000.0,1215000000.0
MLS Listing,,Multi-Family (2-4 Unit),77-79 Common St,Quincy,MA,2169,625000.0,3,2.0,Quincy,2091,10890.0,1925.0,30,299.0,,Active,,,http://www.redfin.com/MA/Quincy/79-Common-St-02169/home/77532880,MLS PIN,72201790,N,Y,42.2504972,-71.0256442,1875000.0,1306875000.0
MLS Listing,,Multi-Family (2-4 Unit),166 Summer St,Brockton,MA,2302,374900.0,5,2.0,Brockton,2592,14070.0,1888.0,19,145.0,,Active,,,http://www.redfin.com/MA/Brockton/166-Summer-St-02302/home/16319004,MLS PIN,72206748,N,Y,42.0743147,-71.0065093,1874500.0,971740800.0
MLS Listing,,Multi-Family (2-4 Unit),326 Central,Foxboro,MA,2035,465000.0,4,2.0,East Foxboro,2240,60473.0,1900.0,5,208.0,,Active,,,http://www.redfin.com/MA/Foxborough/326-Central-St-02035/home/11715741,MLS PIN,72214237,N,Y,42.0423903,-71.23358359999999,1860000.0,1041600000.0
MLS Listing,,Multi-Family (2-4 Unit),58 Tamworth Hill Ave,Wakefield,MA,1880,465000.0,4,3.5,Greenwood,3026,17100.0,1950.0,31,154.0,,Active,,,http://www.redfin.com/MA/Wakefield/58-Tamworth-Hill-Ave-01880/home/8757089,MLS PIN,72201505,N,Y,42.4745528,-71.0633785,1860000.0,1407090000.0
MLS Listing,,Multi-Family (2-4 Unit),214 court St,Brockton,MA,2302,369900.0,5,3.0,Brockton,2070,15420.0,1915.0,21,179.0,,Active,,,http://www.redfin.com/MA/Brockton/214-Court-St-02302/home/16317017,MLS PIN,72205924,N,Y,42.086740999999996,-71.0121696,1849500.0,765693000.0
MLS Listing,,Multi-Family (2-4 Unit),128 High St,Ipswich,MA,1938,300000.0,6,2.0,Ipswich,2733,24890.0,1888.0,34,110.0,,Active,,,http://www.redfin.com/MA/Ipswich/128-High-St-01938/home/8252418,MLS PIN,72199319,N,Y,42.6881888,-70.84987109999999,1800000.0,819900000.0
MLS Listing,,Multi-Family (2-4 Unit),14 Page St,Danvers,MA,1923,450000.0,4,2.0,Danvers,2327,3528.0,1905.0,4,193.0,,Active,,,http://www.redfin.com/MA/Danvers/14-Page-St-01923/home/11293304,MLS PIN,72214321,N,Y,42.5656729,-70.93750899999999,1800000.0,1047150000.0
MLS Listing,,Multi-Family (2-4 Unit),116 Reed St,Cambridge,MA,2140,899900.0,2,2.5,Cambridge,1560,3000.0,1869.0,18,577.0,,Active,,,http://www.redfin.com/MA/Cambridge/116-Reed-St-02140/home/11580990,MLS PIN,72207711,N,Y,42.3966326,-71.1323693,1799800.0,1403844000.0
MLS Listing,,Multi-Family (2-4 Unit),93 ARLINGTON St,Boston,MA,2136,449900.0,4,2.0,Boston,2026,4720.0,1870.0,44,222.0,,Active,,,http://www.redfin.com/MA/Boston/93-Arlington-St-02136/home/9126416,MLS PIN,72194295,N,Y,42.2621537,-71.1190893,1799600.0,911497400.0
MLS Listing,,Multi-Family (2-4 Unit),45 Grove St,Taunton,MA,2780,299900.0,6,4.0,Taunton,2285,2614.0,1900.0,19,131.0,,Active,,,http://www.redfin.com/MA/Taunton/45-Grove-St-02780/home/16101670,MLS PIN,72206871,N,Y,41.9079646,-71.09608399999999,1799400.0,685271500.0
MLS Listing,,Multi-Family (2-4 Unit),52 Plain St,Taunton,MA,2780,299900.0,6,2.0,Taunton,2232,14810.0,1920.0,38,134.0,,Active,,,http://www.redfin.com/MA/Taunton/52-Plain-St-02780/home/16102388,MLS PIN,72197414,N,Y,41.8839461,-71.08505550000001,1799400.0,669376800.0
MLS Listing,,Multi-Family (2-4 Unit),23 Florence St,Brockton,MA,2301,299900.0,6,2.0,Brockton,1809,3920.0,1925.0,41,166.0,,Active,,,http://www.redfin.com/MA/Brockton/23-Florence-St-02301/home/16317528,MLS PIN,72195506,N,Y,42.0723537,-71.01970490000001,1799400.0,542519100.0
MLS Listing,,Multi-Family (2-4 Unit),43 Chester St,Taunton,MA,2780,299900.0,6,2.0,Taunton,2524,23087.0,1890.0,3,119.0,,Active,,,http://www.redfin.com/MA/Taunton/43-Chester-St-02780/home/16095721,MLS PIN,72215499,N,Y,41.9155213,-71.1030388,1799400.0,756947600.0
MLS Listing,,Multi-Family (2-4 Unit),6 Proctor St,Salem,MA,1970,449000.0,4,2.0,Salem,1816,4666.0,1914.0,3,247.0,,Active,,,http://www.redfin.com/MA/Salem/6-Proctor-St-01970/home/8366717,MLS PIN,72215218,N,Y,42.518744500000004,-70.90985359999999,1796000.0,815384000.0
MLS Listing,,Multi-Family (2-4 Unit),76 Cedar St,Norwood,MA,2062,449000.0,4,2.0,Norwood,1724,5678.0,1911.0,76,260.0,,Active,,,http://www.redfin.com/MA/Norwood/76-Cedar-St-02062/home/8909312,MLS PIN,72176561,N,Y,42.1797557,-71.20756490000001,1796000.0,774076000.0
MLS Listing,,Multi-Family (2-4 Unit),332 Middleboro Ave,Taunton,MA,2780,254900.0,7,2.0,Taunton,2793,30492.0,1900.0,23,91.0,,Active,,,http://www.redfin.com/MA/Taunton/332-Middleboro-Ave-02718/home/16105114,MLS PIN,72205552,N,Y,41.8813577,-71.0357498,1784300.0,711935700.0
MLS Listing,,Multi-Family (2-4 Unit),17 Falmouth,Attleboro,MA,2703,249900.0,7,3.0,Attleboro,2145,3300.0,1910.0,2,117.0,,Active,,,http://www.redfin.com/MA/Attleboro/17-Falmouth-St-02703/home/15974756,MLS PIN,72215821,Y,Y,41.945571799999996,-71.2797529,1749300.0,536035500.0
