SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE,ZIP,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE,PRICE PER BED,PRICE PER SQUARE FOOT
MLS Listing,,Multi-Family (2-4 Unit),70 Fuller St,Brockton,MA,2301,284900.0,6,3.0,Brockton,3051,5837.0,1900.0,23,93.0,,Active,,,http://www.redfin.com/MA/Brockton/70-Fuller-St-02301/home/16324934,MLS PIN,72205491,N,Y,42.076941,-71.024782,1709400.0,869229900.0
MLS Listing,,Multi-Family (2-4 Unit),74 Liberty,Taunton,MA,2718,339000.0,5,2.5,Taunton,2374,18295.0,1920.0,52,143.0,,Active,,,http://www.redfin.com/MA/Taunton/74-Liberty-St-02718/home/16106694,MLS PIN,72190943,N,Y,41.874393,-71.0276257,1695000.0,804786000.0
MLS Listing,,Multi-Family (2-4 Unit),31 Blake St,Revere,MA,2151,419931.0,4,2.0,Revere,2127,5678.0,1930.0,24,197.0,,Active,,,http://www.redfin.com/MA/Revere/31-Blake-St-02151/home/11834574,MLS PIN,72204882,N,Y,42.4043643,-70.9929444,1679724.0,893193237.0
MLS Listing,,Multi-Family (2-4 Unit),86 Cherry St,Swampscott,MA,1907,419000.0,4,2.0,Swampscott,2381,10149.0,1907.0,4,176.0,,Active,,,http://www.redfin.com/MA/Swampscott/86-Cherry-St-01907/home/11351859,MLS PIN,72214442,N,Y,42.4759026,-70.9235865,1676000.0,997639000.0
MLS Listing,,Multi-Family (2-4 Unit),18 Hamilton St,Brockton,MA,2301,275000.0,6,2.0,Brockton,2461,5706.0,1889.0,14,112.0,,Active,,,http://www.redfin.com/MA/Brockton/18-Hamilton-St-02301/home/16318489,MLS PIN,72209578,N,Y,42.0794872,-71.0301246,1650000.0,676775000.0
MLS Listing,,Multi-Family (2-4 Unit),292 Elm St,North Attleboro,MA,2760,275000.0,6,4.0,North Attleboro,2608,2608.0,1930.0,2,105.0,,Active,,,http://www.redfin.com/MA/North-Attleborough/292-Elm-St-02760/home/16057246,MLS PIN,72216128,N,Y,41.9759154,-71.32326280000001,1650000.0,717200000.0
MLS Listing,,Multi-Family (2-4 Unit),35 Alpine Pl,Franklin,MA,2038,329900.0,5,2.0,Franklin,1645,10943.0,1900.0,11,201.0,,Active,August-27-2017 12:00 PM,August-27-2017 01:30 PM,http://www.redfin.com/MA/Franklin/35-Alpine-Pl-02038/home/11460003,MLS PIN,72210854,Y,Y,42.0833472,-71.39408909999999,1649500.0,542685500.0
MLS Listing,,Multi-Family (2-4 Unit),16 Arcadia St,Malden,MA,2148,544000.0,3,2.0,Maplewood,1938,7163.0,1930.0,33,281.0,,Active,,,http://www.redfin.com/MA/Malden/16-Arcadia-St-02148/home/11421975,MLS PIN,72199678,N,Y,42.4404145,-71.041676,1632000.0,1054272000.0
MLS Listing,,Multi-Family (2-4 Unit),188 Pearl Ave,Revere,MA,2151,270000.0,6,3.0,Revere,1687,10060.0,1959.0,4,160.0,,Active,,,http://www.redfin.com/MA/Revere/188-Pearl-Ave-02151/home/9004286,MLS PIN,72214459,N,Y,42.3938868,-70.98839579999999,1620000.0,455490000.0
MLS Listing,,Multi-Family (2-4 Unit),511 Cabot St,Beverly,MA,1915,399900.0,4,2.5,Beverly,2038,2868.0,1900.0,54,196.0,,Active,,,http://www.redfin.com/MA/Beverly/511-Cabot-St-01915/home/8224543,MLS PIN,72189944,N,Y,42.56677020000001,-70.88715340000002,1599600.0,814996200.0
MLS Listing,,Multi-Family (2-4 Unit),49 Wyman St,Lynn,MA,1905,399900.0,4,2.0,Lynn,2100,5000.0,1900.0,11,190.0,,Active,,,http://www.redfin.com/MA/Lynn/49-Wyman-St-01905/home/11551881,MLS PIN,72211167,N,Y,42.4661644,-70.97304009999999,1599600.0,839790000.0
MLS Listing,,Multi-Family (2-4 Unit),48 Webber,Malden,MA,2148,529999.0,3,2.0,Malden,1500,5832.0,1900.0,26,353.0,,Active,,,http://www.redfin.com/MA/Malden/48-Webber-St-02148/home/11420277,MLS PIN,72203394,N,Y,42.437545,-71.0455566,1589997.0,794998500.0
MLS Listing,,Multi-Family (2-4 Unit),574 N Main St,Brockton,MA,2301,389999.0,4,3.0,Brockton,3690,3230.0,1920.0,58,106.0,,Active,,,http://www.redfin.com/MA/Brockton/574-N-Main-St-02301/home/131102834,MLS PIN,72188838,N,Y,42.0974306,-71.0199066,1559996.0,1439096310.0
MLS Listing,,Multi-Family (2-4 Unit),18 Seaver St,Brockton,MA,2301,379900.0,4,2.0,Brockton,2288,7187.0,1912.0,60,166.0,,Active,,,http://www.redfin.com/MA/Brockton/18-Seaver-St-02301/home/16325821,MLS PIN,72186877,N,Y,42.086812,-71.036973,1519600.0,869211200.0
MLS Listing,,Multi-Family (2-4 Unit),23 River St,Salem,MA,1970,299900.0,5,2.0,Salem,1546,2110.0,1800.0,24,194.0,,Active,,,http://www.redfin.com/MA/Salem/23-River-St-01970/home/8383749,MLS PIN,72204915,N,Y,42.5222757,-70.9030839,1499500.0,463645400.0
MLS Listing,,Multi-Family (2-4 Unit),34 Harrison Ave,Abington,MA,2351,495000.0,3,3.0,Abington,2886,11307.0,,28,172.0,,Active,,,http://www.redfin.com/MA/Abington/34-Harrison-Ave-02351/home/16305745,MLS PIN,72202380,N,Y,42.1291461,-70.94357579999999,1485000.0,1428570000.0
MLS Listing,,Multi-Family (2-4 Unit),156 River St,Dedham,MA,2026,489900.0,3,2.0,Oakdale,1656,14650.0,1895.0,24,296.0,,Active,,,http://www.redfin.com/MA/Dedham/156-River-St-02026/home/8863016,MLS PIN,72205055,N,Y,42.2414218,-71.1510054,1469700.0,811274400.0
MLS Listing,,Multi-Family (2-4 Unit),119 thatcher,Brockton,MA,2302,365000.0,4,2.0,Brockton,1922,19602.0,1872.0,17,190.0,,Active,,,http://www.redfin.com/MA/Brockton/119-Thatcher-St-02302/home/16318985,MLS PIN,72208533,N,Y,42.0757551,-70.9996065,1460000.0,701530000.0
MLS Listing,,Multi-Family (2-4 Unit),40-42 elm,Easton,MA,2356,455000.0,3,1.5,Easton,1342,,1880.0,1,339.0,,Active,,,http://www.redfin.com/MA/Easton/42-Elm-St-02356/unit-40-42/home/140258040,MLS PIN,72216404,N,Y,42.0721257,-71.1025697,1365000.0,610610000.0
MLS Listing,,Multi-Family (2-4 Unit),2 Church Ave,Taunton,MA,2780,269900.0,5,3.0,Taunton,2220,1742.0,1875.0,23,122.0,,Active,,,http://www.redfin.com/MA/Taunton/2-Church-Ave-02780/home/16101365,MLS PIN,72205329,N,Y,41.9079751,-71.0946397,1349500.0,599178000.0
MLS Listing,,Multi-Family (2-4 Unit),98 Clinton St,Brockton,MA,2302,329900.0,4,2.0,Brockton,1602,5663.0,1900.0,78,206.0,,Active,,,http://www.redfin.com/MA/Brockton/98-Clinton-St-02302/home/16320060,MLS PIN,72175777,N,Y,42.0681091,-71.01396779999999,1319600.0,528499800.0
MLS Listing,,Multi-Family (2-4 Unit),65 Hollis St,Weymouth,MA,2190,429900.0,3,2.0,Weymouth,1568,25700.0,1885.0,3,274.0,,Active,,,http://www.redfin.com/MA/Weymouth/65-Hollis-St-02190/home/11527205,MLS PIN,72215584,N,Y,42.168975,-70.96210909999999,1289700.0,674083200.0
MLS Listing,,Multi-Family (2-4 Unit),150 Lothrop St,Taunton,MA,2780,319900.0,4,3.0,Taunton,1764,21780.0,1855.0,5,181.0,,Active,,,http://www.redfin.com/MA/Taunton/150-Lothrop-St-02780/home/16095580,MLS PIN,72213747,N,Y,41.948444,-71.091183,1279600.0,564303600.0
MLS Listing,,Multi-Family (2-4 Unit),170 High St,Taunton,MA,2780,319000.0,4,4.0,Taunton,2700,33977.0,1900.0,10,118.0,,Active,,,http://www.redfin.com/MA/Taunton/170-High-St-02780/home/132783220,MLS PIN,72212162,N,Y,41.897819,-71.09026290000001,1276000.0,861300000.0
MLS Listing,,Multi-Family (2-4 Unit),38 Elm St,Easton,MA,2356,315000.0,4,3.0,Easton,2684,16308.0,1890.0,1,117.0,,Active,,,http://www.redfin.com/MA/Easton/38-Elm-St-02356/home/15995571,MLS PIN,72216399,N,Y,42.072325,-71.102941,1260000.0,845460000.0
MLS Listing,,Multi-Family (2-4 Unit),8 Prospect St,Beverly,MA,1915,419900.0,3,2.0,Beverly,1875,4791.0,1900.0,34,224.0,,Active,,,http://www.redfin.com/MA/Beverly/8-Prospect-St-01915/home/11284404,MLS PIN,72198983,N,Y,42.5528331,-70.8769179,1259700.0,787312500.0
MLS Listing,,Multi-Family (2-4 Unit),6-8 Spring St,Plainville,MA,2762,209900.0,6,3.0,Plainville,2376,12146.0,1900.0,16,88.0,,Active,,,http://www.redfin.com/MA/Plainville/8-Spring-St-02762/home/143099386,MLS PIN,72208737,Y,Y,42.0047563,-71.3345507,1259400.0,498722400.0
MLS Listing,,Multi-Family (2-4 Unit),7 Elbow St,Attleboro,MA,2703,249000.0,5,3.0,Attleboro,1795,6186.0,1910.0,1,139.0,,Active,,,http://www.redfin.com/MA/Attleboro/7-Elbow-St-02703/home/15973299,MLS PIN,72216348,Y,Y,41.9388341,-71.2825988,1245000.0,446955000.0
MLS Listing,,Multi-Family (2-4 Unit),21 Green St,Reading,MA,1867,399900.0,3,3.0,Reading,1367,3090.0,1876.0,29,293.0,,Active,,,http://www.redfin.com/MA/Reading/21-Green-St-01867/home/11432059,MLS PIN,72202214,N,Y,42.5217725,-71.10525679999999,1199700.0,546663300.0
MLS Listing,,Multi-Family (2-4 Unit),7 E Main St,Avon,MA,2322,299900.0,4,2.0,Avon,1848,6688.0,1900.0,39,162.0,,Active,,,http://www.redfin.com/MA/Avon/7-E-Main-St-02322/home/8800194,MLS PIN,72196810,N,Y,42.131076,-71.040289,1199600.0,554215200.0
MLS Listing,,Multi-Family (2-4 Unit),156 W Main,Norton,MA,2766,394900.0,3,2.5,Norton,1680,22913.0,1890.0,26,235.0,,Active,,,http://www.redfin.com/MA/Norton/156-W-Main-02766/home/142996645,MLS PIN,72203417,N,Y,41.962923499999995,-71.1804988,1184700.0,663432000.0
MLS Listing,,Multi-Family (2-4 Unit),18 Vernon St,Taunton,MA,2780,235900.0,5,3.0,Taunton,2074,3920.0,1900.0,59,114.0,,Active,,,http://www.redfin.com/MA/Taunton/18-Vernon-St-02780/home/16107938,MLS PIN,72187699,N,Y,41.8968141,-71.1041817,1179500.0,489256600.0
MLS Listing,,Multi-Family (2-4 Unit),56 Adams,Taunton,MA,2780,289800.0,4,2.0,Taunton,1952,2613.0,2017.0,40,148.0,,Active,,,http://www.redfin.com/MA/Taunton/56-Adams-St-02780/home/16101383,MLS PIN,72196387,N,Y,41.9081247,-71.0968257,1159200.0,565689600.0
MLS Listing,,Multi-Family (2-4 Unit),72 Perry St,Stoughton,MA,2072,285000.0,4,3.0,Stoughton,2234,8800.0,1940.0,28,128.0,,Active,,,http://www.redfin.com/MA/Stoughton/72-Perry-St-02072/home/11732535,MLS PIN,72202445,Y,Y,42.1228954,-71.1071977,1140000.0,636690000.0
MLS Listing,,Multi-Family (2-4 Unit),173 Green St,Brockton,MA,2301,279900.0,4,,Brockton,800,7362.0,1959.0,24,350.0,,Active,,,http://www.redfin.com/MA/Brockton/173-Green-St-02301/home/40317177,MLS PIN,72204935,N,Y,42.0845943,-71.025172,1119600.0,223920000.0
MLS Listing,,Multi-Family (2-4 Unit),218 Battles St,Brockton,MA,2301,279900.0,4,2.0,Brockton,2351,10890.0,1925.0,53,119.0,,Active,,,http://www.redfin.com/MA/Brockton/218-Battles-St-02301/home/16327488,MLS PIN,72190288,N,Y,42.0976473,-71.02953509999999,1119600.0,658044900.0
MLS Listing,,Multi-Family (2-4 Unit),719 N Montello St,Brockton,MA,2301,264900.0,4,2.0,Brockton,1567,4095.0,1925.0,11,169.0,,Active,,,http://www.redfin.com/MA/Brockton/719-N-Montello-St-02301/home/16321610,MLS PIN,72211382,N,Y,42.102301000000004,-71.0196215,1059600.0,415098300.0
MLS Listing,,Multi-Family (2-4 Unit),13-14 Parker Ct,Attleboro,MA,2703,264500.0,4,2.0,Attleboro,1774,3913.0,1900.0,61,149.0,,Active,,,http://www.redfin.com/MA/Attleboro/13-Parker-Ct-02703/home/15973769,MLS PIN,72185146,N,Y,41.9376917,-71.280323,1058000.0,469223000.0
MLS Listing,,Multi-Family (2-4 Unit),51 River St,North Attleboro,MA,2760,259900.0,4,2.0,North Attleboro,1958,5117.0,1880.0,44,133.0,,Active,,,http://www.redfin.com/MA/North-Attleborough/51-River-St-02760/home/16058391,MLS PIN,72194510,N,Y,41.9869105,-71.32734190000001,1039600.0,508884200.0
MLS Listing,,Multi-Family (2-4 Unit),20 Highland St,Attleboro,MA,2703,259900.0,4,2.0,Attleboro,2080,3149.0,1912.0,53,125.0,,Active,,,http://www.redfin.com/MA/Attleboro/20-Highland-St-02703/home/15974202,MLS PIN,72190706,Y,Y,41.942439,-71.2878808,1039600.0,540592000.0
MLS Listing,,Multi-Family (2-4 Unit),53-55 French Ave,Brockton,MA,2302,339000.0,3,,Brockton,3909,7318.0,1902.0,1,87.0,,Active,,,http://www.redfin.com/MA/Brockton/55-French-Ave-02301/home/143378987,MLS PIN,72216397,N,Y,42.066205200000006,-71.021134,1017000.0,1325151000.0
MLS Listing,,Multi-Family (2-4 Unit),26 School St,Malden,MA,2148,489900.0,2,2.0,Edgeworth,1929,5195.0,1890.0,10,254.0,,Active,,,http://www.redfin.com/MA/Malden/26-School-St-02148/home/11387752,MLS PIN,72211656,N,Y,42.419928799999994,-71.0811505,979800.0,945017100.0
MLS Listing,,Multi-Family (2-4 Unit),58 Adams St,Taunton,MA,2780,239700.0,4,2.0,Taunton,1440,2614.0,1920.0,39,166.0,,Active,,,http://www.redfin.com/MA/Taunton/58-Adams-St-02780/home/16101676,MLS PIN,72196861,N,Y,41.9080797,-71.09697270000001,958800.0,345168000.0
MLS Listing,,Multi-Family (2-4 Unit),52-54 Appleton St,Salem,MA,1970,304000.0,3,2.0,Salem,1332,5200.0,1930.0,40,228.0,,Active,,,http://www.redfin.com/MA/Salem/52-54-Appleton-St-01970/home/8384808,MLS PIN,72195833,N,Y,42.532671,-70.905984,912000.0,404928000.0
MLS Listing,,Multi-Family (2-4 Unit),10 Adams Ter,Boston,MA,2122,439000.0,2,2.0,Dorchester's Fields Corner,1392,1214.0,1905.0,1,315.0,,Active,,,http://www.redfin.com/MA/Boston/10-Adams-Ter-02122/home/9077927,MLS PIN,72216335,N,Y,42.29535,-71.0568291,878000.0,611088000.0
MLS Listing,,Multi-Family (2-4 Unit),88-90 Emory,Attleboro,MA,2703,219000.0,4,2.0,Attleboro,2030,4095.0,1910.0,13,108.0,,Active,,,http://www.redfin.com/MA/Attleboro/90-Emory-St-02703/home/143146300,MLS PIN,72209921,Y,Y,41.9433869,-71.27310109999999,876000.0,444570000.0
MLS Listing,,Multi-Family (2-4 Unit),123 Prospect St,Brockton,MA,2301,265000.0,3,2.0,Brockton,1594,10193.0,1925.0,40,166.0,,Active,,,http://www.redfin.com/MA/Brockton/123-Prospect-St-02301/home/16326737,MLS PIN,72196268,N,Y,42.0917623,-71.0251104,795000.0,422410000.0
MLS Listing,,Multi-Family (2-4 Unit),72 Richmond St,Brockton,MA,2301,390000.0,2,1.0,Montello,4095,7754.0,1925.0,4,95.0,,Active,,,http://www.redfin.com/MA/Brockton/72-Richmond-St-02301/home/16326778,MLS PIN,72214840,N,Y,42.096273,-71.02500400000001,780000.0,1597050000.0
MLS Listing,,Multi-Family (2-4 Unit),14 Chestnut Ave,Lynn,MA,1902,279999.0,2,2.0,Lynn,1566,4295.0,1834.0,20,179.0,,Active,,,http://www.redfin.com/MA/Lynn/14-Chestnut-Ave-01902/home/11577503,MLS PIN,72206486,N,Y,42.4714887,-70.9400152,559998.0,438478434.0
MLS Listing,,Multi-Family (2-4 Unit),105 Tremont St,Taunton,MA,2780,183750.0,3,2.0,Taunton,1041,3920.0,1920.0,9,177.0,,Active,,,http://www.redfin.com/MA/Taunton/105-Tremont-St-02780/home/16099981,MLS PIN,72212756,N,Y,41.9072402,-71.1107796,551250.0,191283750.0
MLS Listing,,Multi-Family (2-4 Unit),14 Church,Taunton,MA,2780,199900.0,2,2.0,Taunton,1200,3830.0,1930.0,5,167.0,,Active,,,http://www.redfin.com/MA/Taunton/14-Church-St-02780/home/16101660,MLS PIN,72213708,N,Y,41.9075885,-71.0942183,399800.0,239880000.0
MLS Listing,,Multi-Family (2-4 Unit),173 Walnut St,Chelsea,MA,2150,545000.0,0,3.0,Chelsea,3414,1846.0,1920.0,75,160.0,,Active,,,http://www.redfin.com/MA/Chelsea/173-Walnut-St-02150/home/9010004,MLS PIN,72177178,N,Y,42.393404600000004,-71.03641379999999,0.0,1860630000.0
MLS Listing,,Multi-Family (2-4 Unit),201 Byron St,Boston,MA,2128,,3,1.0,East Boston,1626,1875.0,1893.0,31,,,Active,,,http://www.redfin.com/MA/Boston/201-Byron-St-02128/home/9110969,MLS PIN,72201029,N,Y,42.38112720000001,-71.014909,,
